NUM_POZO,NOM_POZO,CVE_ACUI,NOM_ACUIF,CVE_EDO,NOM_EDO,ELEV_TN,LATITUD,LONGITUD,PNE_1996,PNE_1997,PNE_1998,PNE_1999,PNE_2000,PNE_2001,PNE_2002,PNE_2003,PNE_2004,PNE_2005,PNE_2006,PNE_2007,PNE_2008,PNE_2009,PNE_2010,PNE_2011,PNE_2012,PNE_2013,PNE_2014,PNE_2015,PNE_2016,PNE_2017,PNE_2018,PNE_2019,PNE_2020,PNE_2021,PNE_2022,PNE_2023,PNE_2024,PNE_2025,PNE_2026
20622,OH-16,3009,OMEALCA-HUIXCOLOTLA,30,Veracruz de Ignacio de la Llave,235,18.679151,-96.656094,,,,,,,,,,,,38.96,38.81,42.63,42.71,32.37,33.01,33.08,,,39.4,37.8,29.57,27.94,,,28.12,27.63,,,
20623,OH-17,3009,OMEALCA-HUIXCOLOTLA,30,Veracruz de Ignacio de la Llave,222,18.669433,-96.648874,,,,,,,,,,,,29.21,29.19,33.96,34,29.01,29.37,29.52,,,29.1,28.95,28.84,24.54,31.87,29.15,29.78,28.39,,,
20624,OH-18,3009,OMEALCA-HUIXCOLOTLA,30,Veracruz de Ignacio de la Llave,250,18.66721,-96.700541,,,,,,,,,,,,35.78,35.67,40.56,39.61,35.68,36.24,36.07,,,35.2,34.95,25.89,25.71,28.15,36.03,36.92,36.39,,,
20625,OH-19,3009,OMEALCA-HUIXCOLOTLA,30,Veracruz de Ignacio de la Llave,201,18.661657,-96.625264,,,,,,,,,,,,39.06,38.91,44.09,44.37,41,41.67,41.83,,,40.64,41.44,35.25,34.82,38.76,38.12,38.79,37.81,,,
20626,OH-20,3009,OMEALCA-HUIXCOLOTLA,30,Veracruz de Ignacio de la Llave,219,18.659433,-96.668324,,,,,,,,,,,,21.28,21.52,22.06,22.41,21.17,21.03,21.1,,,20.74,21.1,16.19,16.01,19.71,21.1,21.81,20.74,,,
20627,OH-21,3009,OMEALCA-HUIXCOLOTLA,30,Veracruz de Ignacio de la Llave,202,18.654434,-96.649157,,,,,,,,,,,,19.2,19.15,23.97,23.48,24.25,24.53,19.27,,,18.82,19.4,19.61,19.54,22.84,20.81,21.08,20.19,,,
20628,OH-22,3009,OMEALCA-HUIXCOLOTLA,30,Veracruz de Ignacio de la Llave,244,18.652764,-96.695818,,,,,,,,,,,,36.09,39.46,41.18,42.13,36.06,36.42,35.97,,,35.9,35.56,20.67,20.12,23.19,22.13,31.53,21.71,,,
20629,LN-1,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,100.16,18.705541,-96.439981,,,,,,,,17.38,17.14,17.4,17.64,17.93,17.92,18.42,15.93,17.64,17.79,29.96,,,19.1,20.6,19.36,19.26,,,,18.97,,,
20630,LN-2,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,132.55,18.663878,-96.504705,,,,,,,,46.51,34.31,34.66,34.75,33.82,36.02,36.06,34.84,34.97,34.68,36.46,,,34.8,33.3,33.53,33.35,,,,33.81,,,33.94
20631,LN-3,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,142.58,18.65971,-96.538591,,,,,,,,25.5,25.1,25.5,25.17,24.98,25.19,25.58,23.91,24.99,24.56,25.48,,,25.16,24.2,27.87,27.82,,,,26.84,,,27.34
20632,LN-4,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,160.75,18.663603,-96.559428,,,,,,,,32,31.77,32.11,31.7,31.57,31.46,,29.8,31.35,31.07,32.84,,,32,29.2,33.2,32.4,,,,33.28,,,33.71
20633,LN-5,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,91.45,18.674158,-96.403869,,,,,,,,26.84,26.76,26.95,26.8,26.74,26.61,27.14,25.72,26.64,26.07,28.39,,,27.3,,27.16,27.3,,,,30.85,,,31.12
20634,LN-6,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,89.76,18.565826,-96.389979,,17.79,,,,,,19.81,19.2,19.7,19.5,19.13,19.11,19.66,18.95,19.11,19.01,21.56,,,19.1,19.4,20,22.61,,,,19.79,,,20.19
20635,LN-7,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,64.74,18.67638,-96.34859,,,,,,,,11.9,11.84,12.05,12.07,12.09,12.06,12.68,11.13,12.11,11.84,13.76,,,12.2,13.9,12.55,16.46,,,,12.63,,,12.91
20636,LN-8,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,81.45,18.538609,-96.383591,,,,,,,,17.93,17.61,18.03,18.01,17.98,18.11,18.28,18.13,18.35,17.97,19.17,,,16.05,16.55,16.32,16.49,,,,16.28,,,17.12
20637,LN-9,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,130.34,18.611658,-96.512761,,,,,,,,25.09,24.87,24.93,24.9,24.81,,,,24.37,23.98,25.46,,,24.8,24.5,24.8,24.82,,,,24.91,,,25.18
20638,LN-10,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,106.89,18.590611,-96.47309,,,,,,,,,,,,,,,,19.64,19.19,21.37,,,20.7,20.05,20.05,20.07,,,,20.41,,,21.66
20639,LN-11,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,80.4,18.525832,-96.416091,,,,,,,,10.25,9.69,10.09,10.01,9.96,10.3,10.13,10.02,9.25,10.24,11.85,,,11,11.1,10.86,11.12,,,,11.17,,,
20640,LN-12,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,72.1,18.510834,-96.395534,,9.05,,,,,,9.8,9.36,9.69,9.62,9.44,9.49,10.36,9.07,10.14,9.91,10.57,,,10.2,10.5,10.5,10.66,,,,10.48,,,12.1
20641,LN-13,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,72.35,18.513608,-96.374704,,18.4,,,,,,16.22,15.97,16.24,16.12,15.98,16.08,16.42,16.2,16.34,16.19,,,,17.2,17,17.13,16.85,,,,17.33,,,18.37
20642,LN-14,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,60.75,18.487779,-96.368313,,,,,,,,14.54,14.04,14.3,14.38,14.12,14.16,14.51,14.15,11.8,14.61,16.55,,,14.6,14.6,,15.02,,,,15.73,,,15.71
20643,LN-15,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,53,18.474724,-96.33609,,,,,,,,4.57,4.15,4.23,4.24,4.26,4.02,4.5,3.69,4.12,3.7,4.74,,,4.3,4.5,4.51,4.42,,,,5.25,,,6.12
20644,LN-16,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,50.67,18.420837,-96.323034,,16.29,,,,,,17.02,16.76,17.1,17.05,16.86,16.87,17.42,16.55,15.15,16.99,18.78,,,16.75,,16.05,17.02,,,,18.38,,,
20645,LN-17,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,51.61,18.411672,-96.328868,,,,,,,,18.39,18.16,18.41,18.46,18.27,18.35,18.91,17.7,17.46,16.48,18.18,,,18.1,18.73,18.43,18.57,,,,18.59,,,19.08
20646,LN-18,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,39.45,18.385562,-96.287478,,,,,,,,4.02,3.15,3.56,3.44,3.51,2.57,4.3,2.17,2.24,2.3,3.7,,,2.74,4.39,3.15,3.19,,,,3.71,,,3.18
20647,LN-19,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,31.8,18.431115,-96.25498,,,,,,,,3.08,3.06,2.68,2.96,2.98,2.89,3.15,2.77,3.79,3.01,,,,3.1,3.5,2.97,3.03,,,,2.24,,,2.94
20648,LN-20,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,45.15,18.364452,-96.2722,,4.67,,,,,,15.96,6.63,6.6,6.5,5.91,6.17,5.93,6.08,11.18,6.75,9.23,,,5.35,3.65,5.14,5.15,,,,5.12,,,5.38
20649,LN-21,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,41.89,18.345008,-96.264423,,8.02,,,,,,9.27,8.75,8.9,8.71,8.42,8.07,8.96,7.9,8.31,7.92,8.56,,,8.5,9.56,8.75,8.4,,,,7.68,,,7.79
20650,LN-22,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,37.95,18.33112,-96.229144,,7.18,,,,,,3.42,8.21,8.18,7.56,7.06,7.26,7.82,6.75,7.41,6.29,,,,7.45,7.62,7.78,7.3,,,,7.22,,,6.94
20651,LN-23,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,23,18.352231,-96.139145,,5.37,,,,,,6.34,6.08,6.3,6.43,6.2,7.82,6.82,6.12,6.48,5.93,6.41,,,6.2,6.67,6.52,6.57,,,,7.28,,,7.23
20652,LN-24,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,25,18.336675,-96.136088,,,,,,,,4.54,4.37,4.6,4.44,4.31,4.44,4.99,3.87,4.43,,,,,5.6,5.73,5.65,5.75,,,,5.11,,,7.18
20653,LN-25,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,30.3,18.360006,-96.198592,,,,,,,,6.39,5.78,5.77,6.1,5.85,4.17,6.36,3.38,5.51,4.43,5.94,,,5.5,5.2,5.35,5.25,,,,5.45,,,5.78
20654,LN-26,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,30.28,18.253625,-96.159978,,5.89,,,,,,5.97,5.88,5.7,5.67,5.81,7.32,5.8,5.13,4.69,5.16,7.57,,,5.24,5.39,6.36,5.05,,,,6.11,,,5.94
20655,LN-27,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,43.35,18.276956,-96.113314,,,,,,,,19.79,19.14,18.87,19.45,21.98,18.09,20.16,17.84,18.76,17.51,19.85,,,18.22,20.6,21.71,18.92,,,,18.29,,,18.94
20656,LN-28,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,27.5,18.280842,-96.09331,,9.63,,,,,,10.82,10.52,10.63,10.41,10.33,,,,10.74,10.26,11.74,,,12.55,,,10.05,,,,13.39,,,13.78
20657,LN-29,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,17.27,18.260009,-96.073591,,,,,,,,5.22,4.5,4.39,4.84,4.96,4.56,5.47,4.21,4.35,3.96,5.13,,,3.75,4.37,3.85,3.91,,,,3.55,,,7.53
20658,LN-30,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,21.28,18.241681,-96.068314,,10.92,,,,,,13.29,12.14,12.06,13.06,12.72,11.03,13.26,10.92,11.93,,13.55,,,11.22,12.8,12.04,12.98,,,,13.24,,,
20659,LN-31,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,90.25,18.630824,-96.399424,,17.32,,,,,,17.8,17.68,17.94,17.88,17.94,18.41,18.71,16.88,17.57,17.21,18.04,,,17.45,18.15,17.47,17.71,,,,19.09,,,19.23
20660,LN-32,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,68.53,18.622292,-96.336345,,,,,,,,,,,,,,,,18.61,18.49,19.26,,,20.25,19.06,18.9,18.84,,,,18.11,,,18.29
20661,LN-33,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,39.35,18.620861,-96.270306,,,,,,,,13.47,13.29,13,13.01,13.12,13.87,13.33,12.82,12.96,12.03,13.63,,,13.88,13.1,13.2,13.45,,,,9.03,,,9.21
20662,LN-34,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,33.58,18.651914,-96.22555,,,,,,,,,,,,,,,,5.18,4.81,5.26,,,6.35,,,9.06,,,,7.02,,,7.34
20663,LN-35,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,29.45,18.667214,-96.191926,,,,,,,,5.77,5.61,6.21,6.58,6.46,5.65,7.16,4.98,8.8,7.6,8.04,,,5.7,7.4,5.75,6.31,,,,14.43,,,7.19
20664,LN-36,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,31.1,18.721933,-96.192757,,,,,,,,15.85,15.61,16.35,15.95,16.03,15.61,16.53,15.13,14.42,13.94,14.39,,,15.97,16.1,14.57,14.9,,,,10.1,,,16.68
20665,LN-37,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,18.35,18.675543,-96.138311,,,,,,,,8.22,8.08,8.03,8.28,8.31,7.95,8.52,7.17,8.14,7.98,9.79,,,8.02,8.3,7.82,,,,,7.57,,,8.12
20666,LN-38,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,18.83,18.628882,-96.154977,,,,,,,,7.28,7.23,7.17,7.42,7.35,7.21,8,6.53,6.79,6.28,6.82,,,6.72,7.7,6.99,6.85,,,,,,,6.85
20667,LN-39,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,89.52,18.546665,-96.404146,,9.79,,,,,,10.21,10.13,10.31,10.28,10.17,10.24,10.33,9.78,10.67,10.41,13.36,,,16.3,17.27,15.92,14.37,,,,3.49,,,
20668,LN-40,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,27.4,18.305567,-96.140254,,5.06,,,,,,5.27,5.29,5.49,5.73,5.51,5.28,6.98,5.12,4.52,4.29,6.57,,,5.55,4,3.35,2.69,,,,8.22,,,
20669,LN-41,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,17.85,18.349728,-96.098311,,6.49,,,,,,7.38,7.08,7.33,7.37,7.29,7.24,7.7,6.89,7.33,6.92,7.41,,,7.55,7.4,7.55,7.69,,,,1.47,,,8.06
20670,LN-42,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,24.53,18.397227,-96.1797,,15.25,,,,,,15.34,14.88,15.3,14.96,17.17,14.77,15.22,13.84,14.81,14.47,,,,12.75,13,12.67,12.49,,,,8.93,,,
20671,LN-43,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,20.13,18.448892,-96.164144,,8.56,,,,,,9.14,8.81,9.16,8.85,8.95,9.45,9.31,8.72,8.89,8.63,10.04,,,8.7,7.6,8.3,8.45,,,,7.55,,,7.97
20672,LN-44,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,20.5,18.42889,-96.175256,,13,,,,,,13.63,13.48,13.75,13.48,13.24,13.61,13.89,12.97,13.65,13.26,,,,13.24,13.5,13.38,13.3,,,,10.21,,,
20673,LN-47,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,17.23,18.39167,-96.137757,,,,,,,,8.58,8.4,8.49,8.53,8.41,8.42,8.99,7.92,8.53,8.01,8.69,,,8.54,8.88,8.65,8.65,,,,5.89,,,8.47
20674,LN-48,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,14.32,18.446668,-96.132477,,,,,,,,6.66,5.69,5.8,5.99,6.18,5.35,7.3,4.89,5.49,4.81,,,,5.52,,5.31,5.49,,,,8.49,,,8.75
20675,LN-49,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,10.64,18.43056,-96.088311,,,,,,,,8.99,9.25,9.33,8.97,9.04,8.77,9.14,7.91,8.07,8.27,8.27,,,8.46,7.7,8.3,8.7,,,,10.04,,,9.89
20676,LN-50,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,11.1,18.433337,-96.05581,,,,,,,,9.49,9.42,9.64,9.38,9.85,9.19,9.64,8.67,7.54,7.45,9.06,,,9.9,10.36,9.65,10.07,,,,6.5,,,6.89
20677,LN-51,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,10.7,18.412505,-96.103866,,,,,,,,6.08,5.82,6.04,5.93,5.87,5.82,5.35,5.1,5.05,5.81,6.5,,,6.2,6.53,6.47,6.55,,,,8.51,,,
20678,LN-52,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,13.18,18.386117,-96.099977,,7.26,,,,,,8.98,8.16,8.27,8.21,8.23,8.15,8.97,7.91,6.64,6.37,7.89,,,8.3,8.1,8.67,8.71,,,,7.38,,,
20679,LN-53,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,11.37,18.378338,-96.06692,,5.22,,,,,,5.89,5.71,5.79,5.67,6.22,6.32,6.82,5.89,6.79,6.38,8.48,,,6.92,7.82,6.97,7.25,,,,8.18,,,7.73
20680,LN-54,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,11.1,18.386923,-96.078576,,,,,,,,,,,,,,,,6.09,5.82,7.36,,,8.04,8.28,8.15,8.16,,,,14.39,,,
20681,LN-54-2,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,13.75,18.388818,-96.091786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.62
20682,LN-55,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,34.79,18.542219,-96.239426,,,,,,,,,,,,,,,,15.25,15.32,16.97,,,15.56,15.1,15.26,15.47,,,,15.52,,,15.97
20683,LN-56,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,36,18.517019,-96.256338,,,,,,,,,,,,,,,,10.35,10.04,11.83,,,9.7,11.08,9.68,9.82,,,,8.29,,,9.55
20684,LN-57,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,50.35,18.483887,-96.289423,,,,,,,,,,,,,,,,8.53,7.87,9.17,,,7.67,8.5,7.9,8.07,,,,8.38,,,
20685,LN-58,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,51.74,18.45666,-96.322372,,,,,,,,,,,,,,,,13.29,7.86,9.06,,,8.55,,8.87,,,,,12.56,,,13.12
20686,LN-60,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,20.3,18.50877,-96.164189,,,,,,,,,,,,,,,,9.79,9.6,11.19,,,18.1,18.12,18.44,17.71,,,,6.81,,,12.42
20687,LN-61,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,31.72,18.530658,-96.211602,,,,,,,,,,,,,,,,12.71,12.01,13.83,,,6.74,6.99,6.62,6.83,,,,6.45,,,18.88
20688,LN-62,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,55.45,18.436392,-96.35359,,19.08,,,,,,9.6,19.28,19.84,19.56,19.05,19.05,19.9,19.96,19.52,,,,,19.2,19.35,19.6,19.75,,,,10.07,,,
20689,LN-63,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,11.37,18.878037,-96.074147,,8.78,,,,,,9.32,9.27,9.81,9.49,9.72,9.06,9.73,9.54,9.55,10.02,10.57,,,24.51,,,,,,,10.12,,,10.16
20690,LN-64,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,6,18.796096,-96.061092,,1.35,,,,,,0.86,2.45,2.24,2.82,2.76,1.7,3.27,1.56,8.56,9,9.86,,,9.25,10.5,9.56,18.57,,,,6.87,,,6.76
20691,LN-65,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,15.23,18.819724,-96.145207,,,,,,,,,,,,,,,,6.01,7.83,6.42,,,6.06,7,6.41,6.52,,,,7.6,,,5.92
20692,LN-66,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,37.5,18.764983,-96.230534,,6.37,,,,,,7.31,7.07,7.1,7.41,7.59,8.41,7.21,7.12,7.61,8.18,8.95,,,9.45,,,,,,,,,,12.18
20693,LN-68,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,20.7,18.769221,-96.17587,,,,,,,,7.96,7.87,7.89,7.58,8.08,7.98,8.62,,,8.23,8.93,,,8.99,,,,,,,,,,8.82
20694,LN-67,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,20.26,18.479167,-96.180811,,11.11,,,,,,,,,,,,,,7.66,,,,,1.3,1.9,1.4,,,,,,,,
20695,LN-69,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,31,18.412227,-96.219978,,10.79,,,,,,12.12,11.56,11.85,11.43,11.32,11.15,13.02,10.43,11.43,10.53,10.84,,,10.85,,10.55,11,,,,10.98,,,12.21
20696,LN-70,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,42.34,18.44389,-96.308869,,4.01,,,,,,6.43,6.59,6.17,6.37,6.7,6.15,7.12,5.45,5.77,5.61,6.74,,,6.4,,6.22,5.9,,,,5.45,,,5.78
20697,LN-71,3010,LOS NARANJOS,30,Veracruz de Ignacio de la Llave,60.86,18.454725,-96.366924,,,,,,,,18.84,16.23,17.15,17.06,16.97,16.97,17.35,16.73,17.28,17.12,18.89,,,17.1,,,17.75,,,,12.15,,,
20698,SH-01,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,112.75,18.021563,-94.915397,,,,,,,,,,,,,,,,30.25,30.45,,31.59,28.91,26.12,,49.7,,27.81,27.62,27.81,28.04,,,
20699,SH-02,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,103.55,18.020675,-94.92567,,,,,,,,,,,,,,,,25.62,25.92,,,25.23,21.45,,37.8,,23.12,22.81,22.97,23.07,,,
20700,SH-03,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,62.18,18.112078,-95.11331,,,,,,,,,,,,,,,,44.66,44.87,,47.95,44.08,37.12,,40.15,,39.28,38.06,39.81,40.11,,,
20701,SH-04,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,104.3,17.993756,-94.922536,,,,,,,,,,,,,,,,29.59,29.48,,31.08,28.59,18.28,,33.7,,32.37,29.2,34.01,35.06,,,
20702,SH-05,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,121.27,18.046242,-94.934694,,,,,,,,,,,,,,,,17.15,17.36,,21.26,17.08,23.31,,21.7,,23.94,23.69,23.84,23.79,,,
20703,SH-06,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,41.55,18.137174,-95.175639,,,,,,,,,,,,,,,,32.57,32.76,,33.58,32.51,29.05,,32.27,,34.24,31.26,34.87,35.05,,,
20704,SH-07,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,38.13,18.152824,-95.140673,,,,,,,,,,,,,,,,18.59,11.49,,19.04,11.08,12.18,,12.93,,12.32,12.98,13.1,13.27,,,
20705,SH-08,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,86.93,18.16724,-95.091596,,,,,,,,,,,,,,,,7.03,6.87,,7.97,6.29,6.98,,7.3,,7.92,7.02,8.13,8.21,,,
20706,SH-09,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,44.15,18.088975,-95.207281,,,,,,,,,,,,,,,,31.65,31.86,,33.64,31.29,32.48,,34.4,,32.91,31.96,34.04,34.17,,,
20707,SH-10,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,16.42,18.112666,-95.229484,,,,,,,,,,,,,,,,3.6,3.49,,4.25,3.06,4.78,,6.25,,5.88,5.08,6.12,6.19,,,
20708,SH-11,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,31.49,18.167954,-95.206268,,,,,,,,,,,,,,,,9.46,9.58,,11.14,9.08,14.21,,11.37,,12.54,10.32,13.18,13.26,,,
20709,SH-12,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,21.62,18.228551,-95.337683,,,,,,,,,,,,,,,,10.76,16.49,,12.5,15.95,18.13,,17.74,,18.81,18.39,15.88,15.98,,,
20710,SH-13,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,18.3,18.197727,-95.303854,,,,,,,,,,,,,,,,11.9,11.99,,8.07,12.05,8.47,,11.76,,9.15,11.52,11.94,11.17,,,
20711,SH-14,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,14.81,18.142108,-95.287668,,,,,,,,,,,,,,,,0.17,0.29,,0.65,0.3,1.08,,1.74,,1.97,2.94,2.36,2.47,,,
20712,SH-15,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,25.43,18.061931,-95.144659,,,,,,,,,,,,,,,,4.62,4.28,,5.31,3.98,,,5.4,,4.89,,,,,,
20713,SH-17,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,50.49,17.97277,-95.111788,,,,,,,,,,,,,,,,11.6,11.44,,12.67,11.05,8.68,,15.4,,9.37,9.5,10.08,10.19,,,
20714,SH-18,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,121.4,18.015737,-95.046763,,,,,,,,,,,,,,,,69.16,68.97,,65.83,68.59,53.28,,73.27,,59.89,52.84,54.76,54.87,,,
20715,SH-19,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,153.4,18.068076,-95.036838,,,,,,,,,,,,,,,,33.62,33.18,,25.21,32.89,21.85,,37.15,,33.07,29.08,31.19,21.73,,,
20716,SH-20,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,165.5,18.066439,-94.983171,,,,,,,,,,,,,,,,33.45,33.6,,35.33,33,25.81,,35,,29.37,26.48,28.15,33.59,,,
20717,SH-21,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,242.4,18.12275,-94.954817,,,,,,,,,,,,,,,,19.95,19.87,,19.12,19.68,17.08,,21,,18.17,17.56,18.74,19.11,,,
20718,SH-22,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,144.29,18.074409,-94.942181,,,,,,,,,,,,,,,,9.88,10.18,,10.13,9.95,13.63,,11.22,,13.87,13.92,13.64,13.91,,,
20719,SH-23,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,187.38,18.117358,-94.994316,,,,,,,,,,,,,,,,10.14,10,,10.38,9.81,14.8,,11.36,,15.26,15.25,16.78,17.08,,,
20720,SH-24,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,80.35,18.113837,-95.051736,,,,,,,,,,,,,,,,21.72,21.93,,23.17,21.69,19.08,,24.15,,23.14,22.91,23.41,23.84,,,
20721,SH-25,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,140.5,18.04902,-95.020761,,,,,,,,,,,,,,,,24.35,,,25.19,23.98,,,,,24.55,23.61,25.12,24.12,,,
20722,SH-26,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,7.5,18.177045,-94.59288,,,,,,,,,,,,,,,,0.29,0.12,,0.76,0.56,0.22,,6,,0.71,0.78,0.64,0.81,,,
20723,SH-27,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,14.2,18.078669,-94.672443,,,,,,,,,,,,,,,,,,,,13.96,,,16.64,,,,,,,,
20724,SH-28,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,42.5,18.132423,-94.775097,,,,,,,,,,,,,,,,11.19,10.86,,11.94,10.79,12.73,,12.26,,12.27,13.27,12.93,13.14,,,
20725,SH-29,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,58.83,18.146505,-94.790095,,,,,,,,,,,,,,,,17.13,16.94,,17.25,16.76,15.02,,19.8,,19.92,16.92,17.71,17.91,,,
20726,SH-30,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,88.15,18.106411,-94.826374,,,,,,,,,,,,,,,,36.36,36.02,,36.86,35.89,28.92,,39.6,,34.37,33.35,34.12,34.49,,,
20727,SH-31,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,47.86,18.040422,-94.822367,,,,,,,,,,,,,,,,4.35,4.17,,4.68,4,5.78,,6.3,,7.18,6.42,6.78,7.04,,,
20728,SH-32,3011,SOTEAPAN - HUEYAPAN,30,Veracruz de Ignacio de la Llave,38.3,18.062618,-94.783056,,,,,,,,,,,,,,,,11,10.62,,9.25,10.56,,,10,,11.33,10.55,11.99,12.14,,,
